Date,Open,High,Low,Close,Volume
23-12-2011,15863.42969,15911.23047,15671.28027,15738.7002,17000
26-12-2011,15782.16992,15998.44043,15761.17969,15970.75,11800
27-12-2011,15983.98047,16049.12012,15799.62988,15873.9502,10800
28-12-2011,15854.36035,15887.79981,15666.45996,15727.84961,11800
29-12-2011,15658.94043,15724.59961,15515.44043,15543.92969,12800
30-12-2011,15583.54981,15694.04981,15406.92969,15454.91992,12800
02-01-2012,15534.66992,15542.84961,15358.01953,15517.91992,14200
03-01-2012,15640.55957,15970.30957,15640.55957,15939.36035,16200
04-01-2012,15967.49023,16004.69043,15822.32031,15882.63965,17800
05-01-2012,15893.07031,15980.16992,15809.30957,15857.08008,21200
06-01-2012,15789.08008,16001.30957,15664.91016,15867.73047,17200
09-01-2012,15840.21973,15871.50977,15678.29981,15814.71973,11200
10-01-2012,15898.32031,16180.96973,15898.32031,16165.08984,19600
11-01-2012,16222.37012,16244.7002,16127.76953,16175.86035,18600
12-01-2012,16117.19043,16178.58008,15962.58984,16037.50977,14400
13-01-2012,16144.57031,16257.33984,16049.78027,16154.62012,19600
16-01-2012,16086.74023,16214.36035,16037.59961,16189.36035,13400
17-01-2012,16270.87012,16501.38086,16270.87012,16466.05078,18800
18-01-2012,16502.41992,16517.96094,16384.48047,16451.4707,16200
19-01-2012,16573.86914,16662.06055,16572.09961,16643.74023,16800
20-01-2012,16745.00977,16788.48047,16611.71094,16739.00977,18000
23-01-2012,16667.01953,16784,16659.32031,16751.73047,15000
24-01-2012,16806.7207,17050.32031,16770.00977,16995.76953,18200
25-01-2012,17068.84961,17130.24023,17016.68945,17077.17969,14000
27-01-2012,17201.33008,17258.9707,17106.57031,17233.98047,17200
30-01-2012,17138.03906,17138.03906,16828.33008,16863.30078,14400
31-01-2012,16965.58008,17238.99023,16965.58008,17193.55078,18600
01-02-2012,17179.64063,17327.21094,17061.55078,17300.58008,47400
02-02-2012,17438.07031,17504.25,17308.2793,17431.84961,27000
03-02-2012,17444.25,17630.5293,17382.69922,17604.96094,16600
06-02-2012,17741.91016,17829.7207,17595.09961,17707.31055,17600
07-02-2012,17813.74023,17832.03906,17582.49023,17622.44922,16800
08-02-2012,17631.68945,17809.21094,17579.58984,17707.32031,20800
09-02-2012,17647.80078,17879.46094,17609.42969,17830.75,21400
10-02-2012,17817.58984,17890.10938,17627.14063,17748.68945,19600
13-02-2012,17761.69922,17849.64063,17665.89063,17772.83984,16800
14-02-2012,17767.46094,17890.33008,17742.58008,17848.57031,17400
15-02-2012,18000.30078,18231.34961,18000.30078,18202.41016,25600
16-02-2012,18163.05078,18182.7793,18043.32031,18153.99023,20000
17-02-2012,18331.19922,18423.06055,18234.56055,18289.34961,27800
21-02-2012,18303.73047,18470.85938,18293.80078,18428.60938,20600
22-02-2012,18490.86914,18523.7793,18095.81055,18145.25,21600
23-02-2012,18127.34961,18249.5293,18005.2793,18078.5,19600
24-02-2012,18079.00977,18198.15039,17848.92969,17923.57031,19600
27-02-2012,17975.18945,17975.18945,17381.64063,17445.75,20800
28-02-2012,17545.10938,17776.82031,17530.43945,17731.11914,16000
29-02-2012,17919.92969,18001.34961,17677.9707,17752.67969,18400
01-03-2012,17714.61914,17717.5293,17463.26953,17583.9707,18800
02-03-2012,17661.39063,17731.88086,17504.38086,17636.80078,17000
05-03-2012,17598.41992,17598.41992,17312.30078,17362.86914,12000
06-03-2012,17336.64063,17691.96094,17128.2793,17173.28906,18600
07-03-2012,17127.17969,17239.34961,17008.76953,17145.51953,20400
09-03-2012,17325.82031,17531.61914,17325.82031,17503.24023,12800
12-03-2012,17772.09961,17772.09961,17494.65039,17587.66992,12200
13-03-2012,17680.23047,17842.91992,17680.23047,17813.61914,12800
14-03-2012,18003.15039,18040.68945,17837.2207,17919.30078,14200
15-03-2012,17916.84961,17918.25,17622.13086,17675.84961,13800
16-03-2012,17656.81055,17871,17426.58008,17466.19922,24800
19-03-2012,17531.4707,17561.46094,17226.42969,17273.36914,13800
20-03-2012,17308.89063,17410.13086,17211.73047,17316.17969,14200
21-03-2012,17301.16016,17622.86914,17275.88086,17601.71094,14200
22-03-2012,17586.06055,17687.00977,17136.5,17196.4707,17600
23-03-2012,17257.7207,17458.34961,17179.33008,17361.74023,12600
26-03-2012,17377.58984,17377.58984,17021.84961,17052.7793,17000
27-03-2012,17209.13086,17366.83984,17061.16016,17257.35938,19000
28-03-2012,17234.48047,17245.82031,17040.11914,17121.61914,13200
29-03-2012,17039.84961,17109.34961,16920.60938,17058.60938,11200
30-03-2012,17117.41016,17439.50977,17105.2207,17404.19922,25000
02-04-2012,17429.96094,17529.98047,17382.38086,17478.15039,10000
03-04-2012,17576.21094,17664.09961,17478.15039,17597.41992,10800
04-04-2012,17553.25977,17597.41992,17436.59961,17486.01953,9800
09-04-2012,17407.66016,17486.01953,17199.63086,17222.14063,9800
10-04-2012,17259.25977,17274.68945,17135.75977,17243.83984,10000
11-04-2012,17125.96094,17319.15039,17075.89063,17199.40039,11800
12-04-2012,17276.86914,17395.15039,17199.40039,17332.61914,10200
13-04-2012,17232.56055,17398.2207,17027.30078,17094.50977,18400
16-04-2012,17047.86914,17173.06055,17010.16016,17150.94922,9800
17-04-2012,17200.9707,17381.91992,17103.35938,17357.93945,12400
18-04-2012,17447.25977,17522.80078,17357.93945,17392.39063,9800
19-04-2012,17432.89063,17530.30078,17361.71094,17503.71094,11800
20-04-2012,17459.7207,17519.88086,17231.33984,17373.83984,11200
23-04-2012,17347.75977,17444.17969,17056.76953,17096.67969,13000
24-04-2012,17154.75,17247.5293,17046.7207,17207.28906,12400
25-04-2012,17225.53906,17249.60938,17019.24023,17151.28906,11400
26-04-2012,17191.01953,17193.25,17084.05078,17130.66992,10800
27-04-2012,17145.39063,17242.15039,17022.08984,17134.25,11000
30-04-2012,17195.50977,17359.17969,17187.33984,17318.81055,8400
02-05-2012,17370.92969,17432.33008,17265.48047,17301.91016,9400
03-05-2012,17271.76953,17301.91016,17120.85938,17151.18945,8600
04-05-2012,17066.83984,17151.18945,16776.7207,16831.08008,11000
07-05-2012,16620.43945,16944.13086,16513.76953,16912.71094,11400
08-05-2012,16915.71094,16918.31055,16502.91016,16546.17969,12800
09-05-2012,16436.41016,16615.74023,16422.92969,16479.58008,12400
10-05-2012,16515.61914,16671.81055,16377.01953,16420.05078,10800
11-05-2012,16355.58984,16447.24023,16233.75977,16292.98047,11200
14-05-2012,16318.36035,16390.33008,16124.82031,16215.83984,11000
15-05-2012,16146.90039,16370.12012,16123.04004,16328.25,11400
16-05-2012,16132.67969,16328.25,15974.59961,16030.08984,12800
17-05-2012,16119.08008,16240.17969,16007.91992,16070.48047,12800
18-05-2012,15868.07031,16206.34961,15809.70996,16152.75,14000
21-05-2012,16187.66016,16298.38965,16149.61035,16183.25977,10400
22-05-2012,16344.33984,16366.71973,16000.83984,16026.41016,11600
23-05-2012,15995.13965,16026.41016,15847.03027,15948.09961,11400
24-05-2012,16033.90039,16252.37012,15934.76953,16222.29981,11000
25-05-2012,16213.24023,16273.48047,16118.34961,16217.82031,9400
28-05-2012,16289.82031,16439.9707,16217.82031,16416.83984,8000
29-05-2012,16500.03906,16544.38086,16410.21094,16438.58008,8600
30-05-2012,16391.90039,16438.58008,16295.30957,16312.15039,13800
31-05-2012,16224.86035,16312.15039,16086.05957,16218.53027,16000
01-06-2012,16217.48047,16226.19043,15933.48047,15965.16016,12200
04-06-2012,15808.87988,16012.83984,15748.98047,15988.40039,12200
05-06-2012,16065.37012,16138.29004,15979.76953,16020.63965,10800
06-06-2012,16100.36035,16494.5,16100.36035,16454.30078,13600
07-06-2012,16578.00977,16680.58984,16519.89063,16649.05078,11400
08-06-2012,16611.51953,16767.76953,16485.01953,16718.86914,11800
11-06-2012,16804.89063,16893.81055,16627.48047,16668.00977,8800
12-06-2012,16570.50977,16897.41992,16553.4707,16862.80078,9800
13-06-2012,16865.7207,16944.10938,16792.86914,16880.50977,9800
14-06-2012,16857.23047,16921.49023,16658.98047,16677.88086,9200
15-06-2012,16701.2793,16967.75977,16701.2793,16949.83008,10400
18-06-2012,17039.53906,17109.94922,16636.08984,16705.83008,11400
19-06-2012,16681.89063,16890,16681.89063,16859.80078,9800
20-06-2012,16903.96094,16962.49023,16840.09961,16896.63086,9200
21-06-2012,16855.59961,17050.43945,16799.63086,17032.56055,10800
22-06-2012,16882.74023,17016.06055,16807.80078,16972.50977,11800
25-06-2012,17038.76953,17131.15039,16853.05078,16882.16016,10600
26-06-2012,16873.08984,16946.66016,16815.86914,16906.58008,7400
27-06-2012,16975.75977,17029.26953,16930.80078,16967.75977,6800
28-06-2012,16985.58008,17033.84961,16918.86914,16990.75977,8800
29-06-2012,17134.60938,17448.48047,17134.60938,17429.98047,13000
02-07-2012,17438.67969,17486.57031,17363.03906,17398.98047,8600
03-07-2012,17457.94922,17526.82031,17351.5,17425.71094,9400
04-07-2012,17473.25977,17523.76953,17372.44922,17462.81055,10200
05-07-2012,17478.16016,17562.89063,17423.44922,17538.66992,8200
06-07-2012,17546.03906,17554.55078,17425.4707,17521.11914,8000
09-07-2012,17449.92969,17485.78906,17343.55078,17391.98047,7200
10-07-2012,17431.67969,17631.18945,17424.28906,17618.34961,8800
11-07-2012,17553.9707,17582.99023,17466.99023,17489.14063,7800
12-07-2012,17297.06055,17329.46094,17181.16992,17232.55078,11800
13-07-2012,17269.19922,17342.88086,17182.28906,17213.69922,7600
16-07-2012,17241.98047,17282.30078,17079.63086,17103.31055,7600
17-07-2012,17176.92969,17236.08008,17074.63086,17105.30078,9200
18-07-2012,17113.36914,17205.25977,17038.58984,17185.00977,17600
19-07-2012,17288.33984,17318.92969,17244.75977,17278.84961,8000
20-07-2012,17275.19922,17275.19922,17129.68945,17158.43945,6400
23-07-2012,17047.73047,17047.73047,16849.2793,16877.34961,8000
24-07-2012,16907.74023,16962.74023,16839.69922,16918.08008,12400
25-07-2012,16899.00977,16899.00977,16736.59961,16846.05078,10800
26-07-2012,16887.83984,16899.76953,16598.48047,16639.82031,12800
27-07-2012,16860.16016,16975.0293,16760.7207,16839.18945,11400
30-07-2012,16919.14063,17163.94922,16919.14063,17143.67969,8000
31-07-2012,17186.60938,17253.66992,17004.08984,17236.17969,10400
01-08-2012,17244.43945,17291.99023,17189.16016,17257.38086,9200
02-08-2012,17245.67969,17246.00977,17157.2793,17224.35938,15200
03-08-2012,17164.48047,17208.35938,17026.9707,17197.92969,7600
06-08-2012,17313.05078,17451.5293,17313.05078,17412.96094,6600
07-08-2012,17456.36914,17641.55078,17417.91992,17601.7793,12000
08-08-2012,17638.5293,17726.64063,17582.66016,17600.56055,14400
09-08-2012,17612.08008,17702.98047,17516.99023,17560.86914,14600
10-08-2012,17515.41992,17590.60938,17471.36914,17557.74023,13600
13-08-2012,17551.68945,17642.38086,17522.09961,17633.44922,9000
14-08-2012,17631.64063,17753.42969,17572.33984,17728.19922,10000
16-08-2012,17752.2207,17763.58984,17640.61914,17657.21094,8800
17-08-2012,17701.19922,17801.39063,17622.61914,17691.08008,9800
21-08-2012,17705.14063,17898.34961,17705.14063,17885.25977,9200
22-08-2012,17827.25,17912.08008,17800.28906,17846.85938,8800
23-08-2012,17856.28906,17972.53906,17792.86914,17850.2207,9200
24-08-2012,17790.25,17822.5,17725.41992,17783.21094,8200
27-08-2012,17769.43945,17820.07031,17662.21094,17678.81055,7400
28-08-2012,17676.13086,17712.34961,17570.71094,17631.71094,9600
29-08-2012,17651.14063,17653.90039,17471.13086,17490.81055,9600
30-08-2012,17433.5,17605.50977,17367.55078,17541.64063,10000
31-08-2012,17557.61914,17557.61914,17337.60938,17380.75,10600
03-09-2012,17465.59961,17509.99023,17349.57031,17384.40039,12600
04-09-2012,17378.67969,17452.69922,17308.26953,17440.86914,6600
05-09-2012,17359.96094,17411.66992,17250.80078,17313.33984,11400
06-09-2012,17320.73047,17418.40039,17294.74023,17346.26953,10000
07-09-2012,17575.78906,17701.19922,17575.78906,17683.73047,9600
10-09-2012,17780.92969,17810.90039,17728.11914,17766.7793,8200
11-09-2012,17711.80078,17867.84961,17677.38086,17852.94922,8200
12-09-2012,17916.13086,18012.89063,17884.96094,18000.0293,11400
13-09-2012,18023.94922,18062.67969,17976.2793,18021.16016,8000
14-09-2012,18284.75,18498.53906,18284.75,18464.26953,16800
17-09-2012,18619.90039,18715.0293,18480.53906,18542.31055,20200
18-09-2012,18514.7207,18580.48047,18469.50977,18496.00977,9600
20-09-2012,18292.2207,18443.91992,18291.92969,18349.25,8800
21-09-2012,18411.19922,18866.86914,18411.19922,18752.83008,15000
24-09-2012,18756.31055,18811.13086,18650.42969,18673.33984,15000
25-09-2012,18708.00977,18790.00977,18636.16016,18694.41016,10600
26-09-2012,18644.53906,18670.48047,18573.17969,18632.16992,10400
27-09-2012,18659.75,18735.94922,18552.67969,18579.5,10400
28-09-2012,18704.98047,18869.93945,18698.50977,18762.74023,11400
01-10-2012,18784.64063,18838.53906,18745.2793,18823.91016,8200
03-10-2012,18841.49023,18905.61914,18816.57031,18869.68945,8400
04-10-2012,18939.75,19107.03906,18939.75,19058.15039,11600
05-10-2012,19115.89063,19137.28906,18757.33984,18938.46094,39400
08-10-2012,18969.18945,18969.18945,18684.40039,18708.98047,9400
09-10-2012,18796.25,18885.83984,18722.05078,18793.35938,8200
10-10-2012,18699.18945,18740.63086,18614.36914,18631.09961,7200
11-10-2012,18627.36914,18847.81055,18581.49023,18804.75,9400
12-10-2012,18727.09961,18844.34961,18638.33984,18675.17969,9000
15-10-2012,18690.99023,18726.38086,18596.65039,18713.55078,6000
16-10-2012,18784.75,18801.09961,18549.2793,18577.69922,7600
17-10-2012,18667.7207,18705.18945,18535.36914,18610.76953,7000
18-10-2012,18653.59961,18806.56055,18576.41016,18791.92969,8200
19-10-2012,18768,18769.58984,18611.75977,18682.31055,8000
22-10-2012,18655.92969,18809.2793,18600.88086,18793.43945,7000
23-10-2012,18803.61914,18812.92969,18689.38086,18710.01953,6000
25-10-2012,18712.41016,18789.91992,18699.07031,18758.63086,8600
29-10-2012,18656,18743.41016,18572.01953,18635.82031,7600
30-10-2012,18642.00977,18718.2793,18393.41992,18430.84961,9000
31-10-2012,18436.78906,18521.61914,18398.48047,18505.38086,7000
01-11-2012,18487.90039,18589.13086,18445.17969,18561.69922,9000
02-11-2012,18692.15039,18793.75,18687.92969,18755.44922,9200
05-11-2012,18749.36914,18794.63086,18683.25,18762.86914,5600
06-11-2012,18739.9707,18829.07031,18726.93945,18817.38086,7600
07-11-2012,18802.82031,18973.42969,18786.14063,18902.41016,8800
08-11-2012,18779.74023,18865.21094,18736.44922,18846.25977,9800
09-11-2012,18832.75,18894.41992,18656.41016,18683.67969,9600
12-11-2012,18691.01953,18750.91992,18607.66016,18670.33984,19400
15-11-2012,18590.07031,18593.53906,18408.68945,18471.36914,6200
16-11-2012,18491.49023,18563.32031,18266.75977,18309.36914,7000
19-11-2012,18349.5293,18386.7793,18256.07031,18339,7200
20-11-2012,18422.68945,18467.91016,18255.68945,18329.32031,6600
21-11-2012,18379.90039,18478.5,18309.81055,18460.38086,6800
22-11-2012,18510.93945,18567.67969,18456.19922,18517.33984,6200
23-11-2012,18543.94922,18556.5,18402.38086,18506.57031,6000
26-11-2012,18574.35938,18590.33008,18508.78906,18537.00977,5800
27-11-2012,18616.55078,18862.69922,18616.55078,18842.08008,7600
29-11-2012,18873.63086,19205.33008,18873.63086,19170.91016,11400
30-11-2012,19229.69922,19372.69922,19186.30078,19339.90039,11200
03-12-2012,19342.83008,19416.44922,19257.30078,19305.32031,7200
04-12-2012,19277.58008,19373.93945,19263.71094,19348.11914,8200
05-12-2012,19397.98047,19463.25,19371.00977,19391.85938,9600
06-12-2012,19475.08984,19523.25,19186.24023,19486.80078,10000
07-12-2012,19514.88086,19561.86914,19363.13086,19424.09961,9000
10-12-2012,19442.18945,19478.00977,19362.32031,19409.68945,6800
11-12-2012,19466.28906,19612.17969,19285.28906,19387.14063,7600
12-12-2012,19432.53906,19478.78906,19317.23047,19355.25977,7600
13-12-2012,19403.66016,19421.7207,19196.75,19229.25977,9400
14-12-2012,19217.96094,19348.84961,19193.10938,19317.25,11400
17-12-2012,19290.91992,19346.7793,19221.86914,19244.41992,12800
18-12-2012,19293.00977,19396.2793,19149.0293,19364.75,14000
19-12-2012,19429.91016,19516.01953,19419.75977,19476,9800
20-12-2012,19511.41016,19520.50977,19335.7207,19453.91992,10400
21-12-2012,19394.55078,19394.55078,19221.11914,19242,9200
24-12-2012,19278,19347.64063,19237.25977,19255.08984,7400
26-12-2012,19302.4707,19468.40039,19274.07031,19417.46094,5800
27-12-2012,19479.83984,19504.40039,19302.21094,19323.80078,7600
28-12-2012,19364.08008,19465.74023,19346.07031,19444.83984,6600
31-12-2012,19422.58984,19491.58008,19406.16992,19426.71094,4800
02-01-2013,19693.30078,19756.67969,19686.5,19714.24023,7400
03-01-2013,19771.0293,19786.30078,19693.28906,19764.7793,6600
04-01-2013,19782.58984,19797.43945,19679.99023,19784.08008,7000
07-01-2013,19820.56055,19856.42969,19654.46094,19691.41992,7400
08-01-2013,19681.38086,19761.7793,19632.58984,19742.51953,7400
09-01-2013,19770.21094,19824.06055,19627.16016,19666.58984,9600
10-01-2013,19728.01953,19783.75,19596.38086,19663.55078,9200
11-01-2013,19813.64063,19839.80078,19619.83008,19663.64063,10000
14-01-2013,19689.08984,19948.63086,19689.08984,19906.41016,8800
15-01-2013,19999.82031,20036.82031,19881.7793,19986.82031,9600
16-01-2013,19978.18945,20009.35938,19783.01953,19817.63086,8600
17-01-2013,19846.41992,20005.98047,19783.41016,19964.0293,11800
18-01-2013,20038.66992,20126.55078,19990.61914,20039.03906,14600
21-01-2013,20132.83008,20163.38086,20056.46094,20101.82031,11400
22-01-2013,20102.42969,20156.85938,19952.91016,19981.57031,8600
23-01-2013,19997.03906,20058.07031,19920.91016,20026.60938,10200
24-01-2013,20017.19922,20072.2793,19884.19922,19923.7793,12000
25-01-2013,19945.68945,20129.00977,19928.10938,20103.5293,12000
28-01-2013,20129,20172.44922,20062.78906,20103.34961,6800
29-01-2013,20080.31055,20203.66016,19970.05078,19990.90039,9000
30-01-2013,20014.80078,20073.46094,19964.64063,20005,9200
31-01-2013,19987.2793,20008.83008,19865.7207,19894.98047,8400
01-02-2013,19907.21094,19966.68945,19736.44922,19781.18945,16400
04-02-2013,19860.9707,19902.59961,19728.21094,19751.18945,6800
05-02-2013,19665.53906,19717.25977,19631.9707,19659.82031,7800
06-02-2013,19737.76953,19767.25,19611.26953,19639.7207,7200
07-02-2013,19589.43945,19702.56055,19540.08008,19580.32031,9000
08-02-2013,19577.18945,19648.07031,19414.80078,19484.76953,14200
11-02-2013,19517.58984,19543.43945,19416.93945,19460.57031,7200
12-02-2013,19489.86914,19583.5293,19438.5293,19561.03906,6800
13-02-2013,19601.68945,19723.00977,19574.15039,19608.08008,8000
14-02-2013,19626.81055,19639.83008,19444.33008,19497.17969,10000
15-02-2013,19449.83008,19512.89063,19381.82031,19468.15039,7600
18-02-2013,19496.25,19554.48047,19462.91992,19501.08008,6000
19-02-2013,19523.69922,19671.16992,19457.21094,19635.7207,5800
20-02-2013,19717.93945,19742.41992,19619.89063,19642.75,6800
21-02-2013,19549.05078,19554.65039,19289.69922,19325.35938,12400
22-02-2013,19341.90039,19401.75,19289.83008,19317.00977,7600
25-02-2013,19365.33008,19411.17969,19237.98047,19331.68945,7800
26-02-2013,19290.66016,19293.49023,18976.93945,19015.14063,9200
27-02-2013,19090.32031,19213.01953,18997.82031,19152.41016,8400
28-02-2013,19264.80078,19322.2793,18793.9707,18861.53906,14800
01-03-2013,18876.67969,18988.9707,18820.90039,18918.51953,8400
04-03-2013,18920.90039,18930.85938,18760.41016,18877.96094,7600
05-03-2013,18943.61914,19164.03906,18943.61914,19143.16992,9400
06-03-2013,19254.19922,19293.39063,19195.4707,19252.60938,9400
07-03-2013,19222.05078,19465.51953,19212.91992,19413.53906,8800
08-03-2013,19478.66992,19706.0293,19477.60938,19683.23047,10000
11-03-2013,19679.88086,19754.66016,19602.71094,19646.21094,7400
12-03-2013,19675.81055,19697.83984,19505.75,19564.91992,7600
13-03-2013,19511.9707,19511.9707,19338.51953,19362.55078,8200
14-03-2013,19367.25977,19604.69922,19179.33008,19570.43945,11200
15-03-2013,19570.00977,19673.16016,19383.13086,19427.56055,10200
18-03-2013,19282.63086,19345.41992,19232.23047,19293.19922,7400
19-03-2013,19345.91016,19378.60938,18939.4707,19008.09961,12600
20-03-2013,19026.46094,19028.08984,18836.76953,18884.18945,11000
21-03-2013,18926.21094,19082.28906,18756.65039,18792.86914,12400
22-03-2013,18784.92969,18859.82031,18669.19922,18735.59961,13600
25-03-2013,18894.13086,18950.2207,18654.60938,18681.41992,12200
26-03-2013,18645.08984,18758.88086,18612.36914,18704.5293,12000
28-03-2013,18702.46094,18882.53906,18568.42969,18835.76953,14600
01-04-2013,18890.81055,18959.48047,18796.59961,18864.75,8400
02-04-2013,18863.82031,19060.50977,18826.5293,19040.94922,8200
03-04-2013,19034,19035.19922,18721.7207,18801.64063,7800
04-04-2013,18731.38086,18733.61914,18473.84961,18509.69922,8400
05-04-2013,18493.66992,18525.44922,18389.28906,18450.23047,8000
08-04-2013,18455.80078,18504.48047,18402.92969,18437.7793,7600
09-04-2013,18481.4707,18565.56055,18206.60938,18226.48047,10600
10-04-2013,18355.14063,18461.43945,18173.31055,18414.44922,8000
11-04-2013,18577.51953,18599.14063,18397.93945,18542.19922,8400
12-04-2013,18275.66016,18337.91016,18186.09961,18242.56055,9400
15-04-2013,18196.08984,18424.40039,18144.2207,18357.80078,9200
16-04-2013,18356.32031,18771.33008,18325.73047,18744.92969,9400
17-04-2013,18773.44922,18869.88086,18673.43945,18731.16016,11000
18-04-2013,18695.33984,19058.80078,18691.60938,19016.46094,10000
22-04-2013,18989.7793,19204.90039,18989.7793,19169.83008,8600
23-04-2013,19210.25977,19210.25977,19042.08008,19179.35938,8400
25-04-2013,19192.10938,19434.84961,19192.10938,19406.84961,10200
26-04-2013,19376,19384.94922,19249.75,19286.7207,9600
29-04-2013,19306.66992,19428.93945,19284.40039,19387.5,9200
30-04-2013,19492.83008,19622.67969,19317.38086,19504.17969,13400
02-05-2013,19459.33008,19792,19451.25977,19735.76953,9400
03-05-2013,19707.94922,19744.84961,19542.63086,19575.64063,11600
06-05-2013,19571.66016,19694.28906,19554.31055,19673.64063,7800
07-05-2013,19697.33008,19917.88086,19697.33008,19888.94922,8200
08-05-2013,19950.2207,20037.26953,19851.2207,19990.17969,6200
09-05-2013,20015.85938,20058.48047,19903.83008,19939.03906,5800
10-05-2013,19911.08008,20119.14063,19908.80078,20082.61914,8000
13-05-2013,20073.41016,20109.08008,19667.39063,19691.66992,6600
14-05-2013,19715.80078,19831.78906,19652.68945,19722.28906,7200
15-05-2013,19798.17969,20241.96094,19798.17969,20212.96094,9200
16-05-2013,20167.92969,20326.48047,20162.11914,20247.33008,9600
17-05-2013,20267.59961,20328.18945,20155.00977,20286.11914,8000
20-05-2013,20277.75977,20443.61914,20186.66016,20223.98047,6800
21-05-2013,20227.16992,20308.03906,20072.67969,20111.60938,15600
22-05-2013,20150.68945,20220.34961,20000.85938,20062.24023,7600
23-05-2013,19971.36914,20027.56055,19634.78906,19674.33008,15600
24-05-2013,19765.32031,19833.14063,19568.49023,19704.33008,11000
27-05-2013,19750.66992,20083.4707,19678.31055,20030.76953,8200
28-05-2013,20056.2793,20209.82031,19963.23047,20160.82031,8600
29-05-2013,20202.50977,20216.49023,20044.74023,20147.64063,8000
30-05-2013,20066.93945,20254.0293,20066.14063,20215.40039,9600
31-05-2013,20186.66992,20191.28906,19730.55078,19760.30078,9400
03-06-2013,19859.2207,19860.18945,19541.9707,19610.48047,7400
04-06-2013,19605.67969,19742.69922,19522.4707,19545.7793,6000
05-06-2013,19532.41992,19604.42969,19441.34961,19568.2207,5600
06-06-2013,19503.67969,19635.36914,19395.32031,19519.49023,6600
07-06-2013,19522.31055,19711.55078,19397.50977,19429.23047,7000
10-06-2013,19530.34961,19585.75,19366.82031,19441.07031,6400
11-06-2013,19382.2207,19418.74023,19121.17969,19143,14200
12-06-2013,19103.96094,19143.24023,18969.08008,19041.13086,10800
13-06-2013,18897.49023,18914.13086,18765.5293,18827.16016,13200
14-06-2013,18959.83008,19213.09961,18952.08984,19177.92969,10400
17-06-2013,19249.90039,19344.2793,19084.67969,19325.86914,7000
18-06-2013,19329.16992,19383.60938,19191.36914,19223.2793,8600
19-06-2013,19224.08984,19274.25977,19100.13086,19245.69922,10400
20-06-2013,19069.19922,19069.19922,18687.18945,18719.28906,14200
21-06-2013,18695.80078,18820.81055,18615.14063,18774.24023,14600
24-06-2013,18714.06055,18714.06055,18467.16016,18540.89063,11200
25-06-2013,18602.25,18802.31055,18487.30078,18629.15039,10800
26-06-2013,18662.36914,18690.5,18514.34961,18552.11914,9200
27-06-2013,18716.10938,18925.75,18688.2793,18875.94922,10000
28-06-2013,19093.17969,19432.93945,19093.17969,19395.81055,14000
01-07-2013,19352.48047,19598.42969,19347.57031,19577.39063,8600
02-07-2013,19573.92969,19589.14063,19442.75,19463.82031,9200
03-07-2013,19347.10938,19347.10938,19147.31055,19177.75977,9600
04-07-2013,19256.11914,19445.01953,19245.00977,19410.83984,9600
05-07-2013,19568.78906,19640.26953,19477.74023,19495.82031,10000
08-07-2013,19418.98047,19422.68945,19185.91992,19324.76953,8400
09-07-2013,19399.36914,19486,19380.25,19439.48047,6600
10-07-2013,19482.66016,19505.92969,19237.91016,19294.11914,7800
11-07-2013,19468.46094,19723.50977,19468.46094,19676.06055,8400
12-07-2013,19898.68945,19991.93945,19785.58984,19958.4707,7600
15-07-2013,19926.09961,20072.43945,19883.18945,20034.48047,7000
16-07-2013,19788.08984,19890.63086,19649.58008,19851.23047,8000
17-07-2013,19928.94922,19983.2207,19778.53906,19948.73047,10400
18-07-2013,19999.50977,20176.90039,19956.19922,20128.41016,9800
19-07-2013,20213.44922,20256.59961,20111.13086,20149.84961,11600
22-07-2013,20096.71094,20264.90039,20065.68945,20159.11914,9400
23-07-2013,20249.98047,20351.06055,20249.98047,20302.13086,7800
24-07-2013,20200.19922,20252.69922,19994.25,20090.67969,8000
25-07-2013,20062,20110.81055,19763.90039,19804.75977,12800
26-07-2013,19892.4707,19907.44922,19699.75977,19748.18945,11000
29-07-2013,19714.41992,19751.0293,19570.86914,19593.2793,9900
30-07-2013,19577.75,19672.7207,19328.53906,19348.33984,9500
31-07-2013,19304.07031,19387.5,19126.82031,19345.69922,13900
01-08-2013,19443.28906,19569.19922,19170.46094,19317.18945,10600
02-08-2013,19399.55078,19451.69922,19078.7207,19164.01953,8600
05-08-2013,19178.06055,19306.50977,19141.67969,19182.25977,12000
06-08-2013,19127.09961,19131.91992,18667.30078,18733.03906,13800
07-08-2013,18758.5293,18811.46094,18551.34961,18664.88086,12800
08-08-2013,18687.30078,18829.25977,18621.66992,18789.33984,11900
12-08-2013,18898.93945,19066.9707,18796.00977,18946.98047,11700
13-08-2013,18895.25977,19248.10938,18864.81055,19229.83984,11900
14-08-2013,19299.41992,19392.56055,19203.63086,19367.58984,14700
16-08-2013,19297.10938,19310.94922,18559.65039,18598.17969,14300
19-08-2013,18587.38086,18587.38086,18139.15039,18307.51953,14300
20-08-2013,18142.83008,18306.46094,17970.98047,18246.03906,18200
21-08-2013,18545.43945,18567.69922,17807.18945,17905.91016,17400
22-08-2013,17896.83984,18349.82031,17759.58984,18312.93945,19800
23-08-2013,18386.5293,18546.59961,18210.75,18519.43945,19200
26-08-2013,18602.56055,18728.18945,18488.92969,18558.13086,17200
27-08-2013,18460.7207,18460.7207,17921.82031,17968.08008,17800
