Date,Open,High,Low,Close,Volume,Change
06-05-2015,8316.599609,8331.950195,8083,8097,209600,0
07-05-2015,8077,8122.600098,7997.149902,8057.299805,161600,-0.49030746
08-05-2015,8131.5,8224.950195,8123.450195,8191.5,183100,1.665572813
11-05-2015,8243.200195,8332.75,8224.650391,8325.25,192000,1.632790087
12-05-2015,8326.150391,8326.650391,8115.299805,8126.950195,173400,-2.381908111
13-05-2015,8181.549805,8254.950195,8089.799805,8235.450195,169800,1.335064168
14-05-2015,8232.450195,8236.25,8137.299805,8224.200195,134800,-0.136604554
15-05-2015,8240.299805,8279.200195,8212.200195,8262.349609,129800,0.463867769
18-05-2015,8284.950195,8384.599609,8271.950195,8373.650391,148700,1.347083908
19-05-2015,8356.200195,8427.799805,8335,8365.650391,140300,-0.095537784
20-05-2015,8392.650391,8440.349609,8391.450195,8423.25,123600,0.688525175
21-05-2015,8434.5,8446.349609,8382.5,8421,143800,-0.02671178
22-05-2015,8432.5,8489.549805,8420.599609,8458.950195,187300,0.450661382
25-05-2015,8438.150391,8441.950195,8364.150391,8370.25,121300,-1.048595783
26-05-2015,8377.099609,8378.900391,8320.049805,8339.349609,116800,-0.369169272
27-05-2015,8302.75,8342.849609,8277.950195,8334.599609,165500,-0.056958878
28-05-2015,8345.700195,8364.5,8270.150391,8319,232300,-0.187166867
29-05-2015,8327.099609,8443.900391,8305.700195,8433.650391,363900,1.378175153
01-06-2015,8417.25,8467.150391,8405.400391,8433.400391,122200,-0.002964315
02-06-2015,8442.799805,8445.349609,8226.049805,8236.450195,146800,-2.335359249
03-06-2015,8232.450195,8236.700195,8094.149902,8135.100098,171400,-1.23050701
04-06-2015,8155.149902,8160.049805,8056.75,8130.649902,154700,-0.054703642
05-06-2015,8119.149902,8191,8100.149902,8114.700195,162100,-0.196167677
08-06-2015,8124.350098,8131,8030.549805,8044.149902,135900,-0.869413426
09-06-2015,8026.5,8057.149902,8005.149902,8022.399902,136000,-0.270382828
10-06-2015,8024.149902,8152.25,8023.799805,8124.450195,136800,1.272066891
11-06-2015,8157.299805,8163.049805,7958.25,7965.350098,166200,-1.958287554
12-06-2015,7959.850098,7995.600098,7940.299805,7982.899902,136600,0.220326838
15-06-2015,7986.600098,8057.700195,7944.850098,8013.899902,133000,0.38833006
16-06-2015,8004.200195,8061.850098,7952.350098,8047.299805,124000,0.416774647
17-06-2015,8084.200195,8136.850098,8048.950195,8091.549805,152500,0.549873884
18-06-2015,8113.700195,8186.899902,8101.799805,8174.600098,144800,1.026383017
19-06-2015,8201.150391,8250.799805,8195.650391,8224.950195,147100,0.615933457
22-06-2015,8259.299805,8369.450195,8257.400391,8353.099609,122700,1.558057021
23-06-2015,8377.450195,8398.450195,8334.950195,8381.549805,131700,0.340594478
24-06-2015,8399.400391,8421.349609,8338.900391,8360.849609,130100,-0.24697337
25-06-2015,8336.25,8423.150391,8329.5,8398,201200,0.44433751
26-06-2015,8393.950195,8408.549805,8339.700195,8381.099609,110600,-0.201243046
29-06-2015,8247.049805,8329.450195,8195.650391,8318.400391,132000,-0.748102527
30-06-2015,8316.349609,8378,8298.950195,8368.5,158500,0.602274556
01-07-2015,8376.25,8481.599609,8370.150391,8453.049805,131800,1.01033405
02-07-2015,8471.950195,8479.25,8433.200195,8444.900391,112000,-0.096407973
03-07-2015,8440.099609,8497.75,8424.150391,8484.900391,88400,0.473658636
06-07-2015,8386.150391,8533.150391,8386.150391,8522.150391,101500,0.439015171
07-07-2015,8525.5,8561.349609,8483.849609,8510.799805,122200,-0.133189224
08-07-2015,8439.200195,8457.5,8341.400391,8363.049805,188100,-1.736029555
09-07-2015,8364.849609,8400.299805,8323,8328.549805,131300,-0.412528931
10-07-2015,8365.700195,8377.099609,8315.400391,8360.549805,154100,0.384220552
13-07-2015,8397.25,8471.650391,8355.400391,8459.650391,117800,1.185335753
14-07-2015,8470.599609,8480.25,8424.099609,8454.099609,101700,-0.065614792
15-07-2015,8463.400391,8531.400391,8462.950195,8523.799805,105500,0.824454398
16-07-2015,8546.150391,8616.099609,8542.900391,8608.049805,116000,0.988408948
17-07-2015,8623.650391,8642.950195,8593.150391,8609.849609,105000,0.020908383
20-07-2015,8623.900391,8624.099609,8559,8603.450195,90600,-0.074326664
21-07-2015,8601.5,8646.75,8517.900391,8529.450195,164100,-0.860120049
22-07-2015,8512.25,8643.900391,8498.650391,8633.5,136800,1.219888769
23-07-2015,8643.950195,8654.75,8573.799805,8589.799805,132900,-0.506170093
24-07-2015,8588.150391,8589.150391,8513.5,8521.549805,127400,-0.794547039
27-07-2015,8492.099609,8492.200195,8351.549805,8361,136600,-1.884044671
